ticker,seed,path,mode,kind,step,date,dte,spot,premium,mark,surface_mark,frozen_mark
GS,20260429,5,uncoupled,put,10,2026-05-12,17,926.833733832332,16.51,13.486697190570537,10.31991199565055,10.064890225864286
GS,20260429,6,uncoupled,put,10,2026-05-12,17,921.8738677272015,16.51,6.252759865023236,11.628908935100094,11.40075205123608
GS,20260429,7,uncoupled,put,10,2026-05-12,17,891.8872085121241,16.51,22.734052054232844,22.46828516885319,22.521576465235736
GS,20260429,8,uncoupled,put,10,2026-05-12,17,975.2842751980107,16.51,2.0093101152493396,3.358841874949878,2.482306761574605
GS,20260429,9,uncoupled,put,10,2026-05-12,17,950.8331066745274,16.51,8.331129540340756,5.741239169618647,5.243849927605864
GS,20260429,10,uncoupled,put,10,2026-05-12,17,901.5650341581598,16.51,24.291383656612368,18.415144895607266,18.324390627069004
GS,20260429,11,uncoupled,put,10,2026-05-12,17,860.2673691812242,16.51,42.09194295057187,39.68382733528007,40.55631797257219
GS,20260429,12,uncoupled,put,10,2026-05-12,17,947.6118387719112,16.51,10.579772774867468,6.2033953737555105,5.750559305798283
GS,20260429,1,uncoupled,put,15,2026-05-19,10,944.2754976053151,16.51,4.117849232004223,3.6476482075200387,2.9530511186010973
GS,20260429,2,uncoupled,put,15,2026-05-19,10,959.1804967753666,16.51,0.74081180633234,2.442934076229147,1.5720923306622443
GS,20260429,3,uncoupled,put,15,2026-05-19,10,905.7694760030431,16.51,7.824932860223121,11.804882238434999,11.532013494268417
GS,20260429,4,uncoupled,put,15,2026-05-19,10,852.4449573620414,16.51,43.36195612919243,41.51654114861042,42.16044438094376
GS,20260429,5,uncoupled,put,15,2026-05-19,10,924.3939027133671,16.51,7.4715162137924445,6.701539686312994,6.256972717184033
GS,20260429,6,uncoupled,put,15,2026-05-19,10,922.3711444725891,16.51,3.783709160337858,7.138502054703278,6.715146300212888
GS,20260429,7,uncoupled,put,15,2026-05-19,10,910.4851300096886,16.51,6.827054540943206,10.274841380437236,9.960001930655515
GS,20260429,8,uncoupled,put,15,2026-05-19,10,970.3008323797069,16.51,1.8198131431789448,1.9057605687571832,0.9458218321156063
GS,20260429,9,uncoupled,put,15,2026-05-19,10,944.7525496704551,16.51,2.846436905497135,3.5975454974356973,2.89666514644099
GS,20260429,10,uncoupled,put,15,2026-05-19,10,924.9776627905355,16.51,8.91735684290786,6.580340413916581,6.129458885326242
GS,20260429,11,uncoupled,put,15,2026-05-19,10,888.068448317769,16.51,18.58012534488878,19.072373710911872,19.04392370436287
GS,20260429,12,uncoupled,put,15,2026-05-19,10,959.1222505537316,16.51,7.0702941874965,2.446413873606916,1.576148128588009
GS,20260429,1,uncoupled,put,20,2026-05-27,2,914.903238627663,16.51,1.3169097632622537,2.3562471447839255,1.2080213668738304
GS,20260429,2,uncoupled,put,20,2026-05-27,2,987.0478589127051,16.51,9.313808203851624e-6,0.3141806356673333,2.0703581894425942e-5
GS,20260429,3,uncoupled,put,20,2026-05-27,2,888.6638588767881,16.51,6.9752114991552645,9.492854302226034,8.881491170838816
GS,20260429,4,uncoupled,put,20,2026-05-27,2,889.4987602043091,16.51,7.174531658456234,9.085439773001076,8.455851688637015
GS,20260429,5,uncoupled,put,20,2026-05-27,2,942.4945335187873,16.51,0.1244086516913284,0.7938260544778504,0.04838803401104531
GS,20260429,6,uncoupled,put,20,2026-05-27,2,944.4992148492937,16.51,0.08519434325913765,0.7472615429890893,0.03653265054912758
GS,20260429,7,uncoupled,put,20,2026-05-27,2,904.6525154340255,16.51,2.445495444403855,3.9910617545361053,2.9572897386461223
GS,20260429,8,uncoupled,put,20,2026-05-27,2,1008.8903093819039,16.51,0.00011806493630712196,0.2410233887679079,1.5032277756735797e-7
GS,20260429,9,uncoupled,put,20,2026-05-27,2,957.5051949135076,16.51,0.007236139554052157,0.5311934805489424,0.00504313445376329
GS,20260429,10,uncoupled,put,20,2026-05-27,2,921.3007870153675,16.51,1.3445625702277093,1.7501277762126337,0.637420024627858
GS,20260429,11,uncoupled,put,20,2026-05-27,2,921.5972532437685,16.51,0.7766400068833742,1.7273272603758247,0.6178629521473493
GS,20260429,12,uncoupled,put,20,2026-05-27,2,964.071329938649,16.51,0.2948841626746051,0.46060302771366884,0.001674431648314681
GS,20260429,1,uncoupled,put,22,2026-05-29,0,877.4663492726079,16.51,12.533650727392114,12.533650727392114,12.533650727392114
GS,20260429,2,uncoupled,put,22,2026-05-29,0,970.4158639097857,16.51,0.0,0.0,0.0
GS,20260429,3,uncoupled,put,22,2026-05-29,0,899.4343334384712,16.51,0.0,0.0,0.0
GS,20260429,4,uncoupled,put,22,2026-05-29,0,918.3923903673643,16.51,0.0,0.0,0.0
GS,20260429,5,uncoupled,put,22,2026-05-29,0,950.9184976155107,16.51,0.0,0.0,0.0
GS,20260429,6,uncoupled,put,22,2026-05-29,0,974.8823766518725,16.51,0.0,0.0,0.0
GS,20260429,7,uncoupled,put,22,2026-05-29,0,913.6303274451654,16.51,0.0,0.0,0.0
GS,20260429,8,uncoupled,put,22,2026-05-29,0,1004.6729304843074,16.51,0.0,0.0,0.0
GS,20260429,9,uncoupled,put,22,2026-05-29,0,943.1892917517649,16.51,0.0,0.0,0.0
GS,20260429,10,uncoupled,put,22,2026-05-29,0,921.3850289879758,16.51,0.0,0.0,0.0
GS,20260429,11,uncoupled,put,22,2026-05-29,0,912.9647316828767,16.51,0.0,0.0,0.0
GS,20260429,12,uncoupled,put,22,2026-05-29,0,912.0635243088925,16.51,0.0,0.0,0.0
GS,20260429,1,uncoupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,2,uncoupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,3,uncoupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,4,uncoupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,5,uncoupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,6,uncoupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,7,uncoupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,8,uncoupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,9,uncoupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,10,uncoupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,11,uncoupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,12,uncoupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,1,uncoupled,call,5,2026-05-05,24,934.475035252307,16.085,16.161106745612596,15.464793321747601,15.044373515650536
GS,20260429,2,uncoupled,call,5,2026-05-05,24,951.7184611284,16.085,19.782302355393192,22.666503668539338,21.639610432782614
GS,20260429,3,uncoupled,call,5,2026-05-05,24,987.5507102491491,16.085,40.02299907887398,42.53595391570371,40.531421948871994
GS,20260429,4,uncoupled,call,5,2026-05-05,24,857.1610608836885,16.085,1.2950438800548802,2.2739880708507063,1.5579881814125307
GS,20260429,5,uncoupled,call,5,2026-05-05,24,924.1780848338092,16.085,17.19336205066135,11.98971893396085,11.84879465029601
GS,20260429,6,uncoupled,call,5,2026-05-05,24,897.3031650555369,16.085,3.722015922682689,5.756475146603042,5.8363557409699265
GS,20260429,7,uncoupled,call,5,2026-05-05,24,921.6919292642573,16.085,9.929359210118076,11.24464047103692,11.15620602151445
GS,20260429,8,uncoupled,call,5,2026-05-05,24,917.6794742077799,16.085,10.312524579300918,10.118113431855155,10.100704556588806
GS,20260429,9,uncoupled,call,5,2026-05-05,24,938.9472637339904,16.085,16.222276232786992,17.169234024800605,16.602098719969398
GS,20260429,10,uncoupled,call,5,2026-05-05,24,963.4319845463712,16.085,30.450406136686198,28.480846684597605,27.044879991122432
GS,20260429,11,uncoupled,call,5,2026-05-05,24,926.8362224924468,16.085,13.586394931474175,12.826615185954804,12.622705406191717
GS,20260429,12,uncoupled,call,5,2026-05-05,24,930.790700790774,16.085,16.987690254329877,14.149149223749532,13.839258774768846
GS,20260429,1,uncoupled,call,10,2026-05-12,17,950.003871187594,16.085,16.358365262639044,17.405260428824423,16.221608895827146
GS,20260429,2,uncoupled,call,10,2026-05-12,17,977.0346362342115,16.085,28.810282721865597,31.183962335088914,29.27093856379355
GS,20260429,3,uncoupled,call,10,2026-05-12,17,927.2796115177457,16.085,3.855564928205018,9.184596442992119,8.84046013208304
GS,20260429,4,uncoupled,call,10,2026-05-12,17,857.6790490528077,16.085,1.3475337619609,1.4755268578791831,0.6132176626211358
GS,20260429,5,uncoupled,call,10,2026-05-12,17,926.833733832332,16.085,12.16865315733878,9.057112943653939,8.725928292918166
GS,20260429,6,uncoupled,call,10,2026-05-12,17,921.8738677272015,16.085,3.2374439080819846,7.728073971664617,7.524282164363648
GS,20260429,7,uncoupled,call,10,2026-05-12,17,891.8872085121241,16.085,2.7956411588240053,2.864691777967269,2.6966944324664657
GS,20260429,8,uncoupled,call,10,2026-05-12,17,975.2842751980107,16.085,27.01310320491748,30.17284673672344,28.282440911261105
GS,20260429,9,uncoupled,call,10,2026-05-12,17,950.8331066745274,16.085,21.333317811330488,17.766782719854,16.55132505770044
GS,20260429,10,uncoupled,call,10,2026-05-12,17,901.5650341581598,16.085,7.7544047423516576,3.904152676931582,3.8529332317620457
GS,20260429,11,uncoupled,call,10,2026-05-12,17,860.2673691812242,16.085,1.0637369258118154,1.5087534450634477,0.6948063011653713
GS,20260429,12,uncoupled,call,10,2026-05-12,17,947.6118387719112,16.085,22.192495376336705,16.385637971273898,15.295144658692507
GS,20260429,1,uncoupled,call,15,2026-05-19,10,944.2754976053151,16.085,10.742411540346334,9.478944493302016,8.752476570032806
GS,20260429,2,uncoupled,call,15,2026-05-19,10,959.1804967753666,16.085,11.29007262366268,15.463046761255082,14.207513492277595
GS,20260429,3,uncoupled,call,15,2026-05-19,10,905.7694760030431,16.085,0.4960303507074838,2.0080207765211404,1.709062479152059
GS,20260429,4,uncoupled,call,15,2026-05-19,10,852.4449573620414,16.085,0.32999826018611866,1.0062659212841714,0.05691027358082891
GS,20260429,5,uncoupled,call,15,2026-05-19,10,924.3939027133671,16.085,5.12217376310105,4.283920195751251,4.056836036938689
GS,20260429,6,uncoupled,call,15,2026-05-19,10,922.3711444725891,16.085,1.5931206875984354,3.9303321889419287,3.71950513101335
GS,20260429,7,uncoupled,call,15,2026-05-19,10,910.4851300096886,16.085,0.8986709261434765,2.3998459944831514,2.1575743333766937
GS,20260429,8,uncoupled,call,15,2026-05-19,10,970.3008323797069,16.085,22.35475436878613,21.018442988504415,19.48489493657776
GS,20260429,9,uncoupled,call,15,2026-05-19,10,944.7525496704551,16.085,8.86068444230455,9.643262718254867,8.899558743291621
GS,20260429,10,uncoupled,call,15,2026-05-19,10,924.9776627905355,16.085,6.7219306563601835,4.391576678979751,4.158479679317157
GS,20260429,11,uncoupled,call,15,2026-05-19,10,888.068448317769,16.085,0.6810948794941257,1.2235404970199832,0.6499539810608406
GS,20260429,12,uncoupled,call,15,2026-05-19,10,959.1222505537316,16.085,25.175942435862737,15.43634042042748,14.182632951509095
GS,20260429,1,uncoupled,call,20,2026-05-27,2,914.903238627663,16.085,0.031761343886682246,0.6056613533619624,0.02275636091895307
GS,20260429,2,uncoupled,call,20,2026-05-27,2,987.0478589127051,16.085,18.97350813938816,21.395450970363388,19.763216166657912
GS,20260429,3,uncoupled,call,20,2026-05-27,2,888.6638588767881,16.085,8.417847801699306e-6,0.5554174360281773,0.00012807070894288667
GS,20260429,4,uncoupled,call,20,2026-05-27,2,889.4987602043091,16.085,0.0012325022979701565,0.5536573830925865,0.00015525855305548815
GS,20260429,5,uncoupled,call,20,2026-05-27,2,942.4945335187873,16.085,1.3034864863811841,1.8173600143155846,0.9139208609463839
GS,20260429,6,uncoupled,call,20,2026-05-27,2,944.4992148492937,16.085,1.5417430102108447,2.0527401486793417,1.1239066968340996
GS,20260429,7,uncoupled,call,20,2026-05-27,2,904.6525154340255,16.085,0.002118055412977321,0.5466500171105723,0.0037048450293505524
GS,20260429,8,uncoupled,call,20,2026-05-27,2,1008.8903093819039,16.085,39.795640034208866,40.69616399452542,39.4053311716772
GS,20260429,9,uncoupled,call,20,2026-05-27,2,957.5051949135076,16.085,3.4667689643103343,4.7015675637084735,3.6014955183862027
GS,20260429,10,uncoupled,call,20,2026-05-27,2,921.3007870153675,16.085,0.3193240359262285,0.6974967185673742,0.06219732540295963
GS,20260429,11,uncoupled,call,20,2026-05-27,2,921.5972532437685,16.085,0.13109533927555939,0.7032530719572417,0.0650147110571047
GS,20260429,12,uncoupled,call,20,2026-05-27,2,964.071329938649,16.085,11.305655680704394,7.042848737246449,5.823930016827232
GS,20260429,1,uncoupled,call,22,2026-05-29,0,877.4663492726079,16.085,0.0,0.0,0.0
GS,20260429,2,uncoupled,call,22,2026-05-29,0,970.4158639097857,16.085,0.4158639097856849,0.4158639097856849,0.4158639097856849
GS,20260429,3,uncoupled,call,22,2026-05-29,0,899.4343334384712,16.085,0.0,0.0,0.0
GS,20260429,4,uncoupled,call,22,2026-05-29,0,918.3923903673643,16.085,0.0,0.0,0.0
GS,20260429,5,uncoupled,call,22,2026-05-29,0,950.9184976155107,16.085,0.0,0.0,0.0
GS,20260429,6,uncoupled,call,22,2026-05-29,0,974.8823766518725,16.085,4.882376651872505,4.882376651872505,4.882376651872505
GS,20260429,7,uncoupled,call,22,2026-05-29,0,913.6303274451654,16.085,0.0,0.0,0.0
GS,20260429,8,uncoupled,call,22,2026-05-29,0,1004.6729304843074,16.085,34.67293048430736,34.67293048430736,34.67293048430736
GS,20260429,9,uncoupled,call,22,2026-05-29,0,943.1892917517649,16.085,0.0,0.0,0.0
GS,20260429,10,uncoupled,call,22,2026-05-29,0,921.3850289879758,16.085,0.0,0.0,0.0
GS,20260429,11,uncoupled,call,22,2026-05-29,0,912.9647316828767,16.085,0.0,0.0,0.0
GS,20260429,12,uncoupled,call,22,2026-05-29,0,912.0635243088925,16.085,0.0,0.0,0.0
GS,20260429,1,coupled,put,0,2026-04-28,31,926.38,16.51,17.258588034303084,17.258588034303084,17.258588034303084
GS,20260429,2,coupled,put,0,2026-04-28,31,926.38,16.51,17.258588034303084,17.258588034303084,17.258588034303084
GS,20260429,3,coupled,put,0,2026-04-28,31,926.38,16.51,17.258588034303084,17.258588034303084,17.258588034303084
GS,20260429,4,coupled,put,0,2026-04-28,31,926.38,16.51,17.258588034303084,17.258588034303084,17.258588034303084
GS,20260429,5,coupled,put,0,2026-04-28,31,926.38,16.51,17.258588034303084,17.258588034303084,17.258588034303084
GS,20260429,6,coupled,put,0,2026-04-28,31,926.38,16.51,17.258588034303084,17.258588034303084,17.258588034303084
GS,20260429,7,coupled,put,0,2026-04-28,31,926.38,16.51,17.258588034303084,17.258588034303084,17.258588034303084
GS,20260429,8,coupled,put,0,2026-04-28,31,926.38,16.51,17.258588034303084,17.258588034303084,17.258588034303084
GS,20260429,9,coupled,put,0,2026-04-28,31,926.38,16.51,17.258588034303084,17.258588034303084,17.258588034303084
GS,20260429,10,coupled,put,0,2026-04-28,31,926.38,16.51,17.258588034303084,17.258588034303084,17.258588034303084
GS,20260429,11,coupled,put,0,2026-04-28,31,926.38,16.51,17.258588034303084,17.258588034303084,17.258588034303084
GS,20260429,12,coupled,put,0,2026-04-28,31,926.38,16.51,17.258588034303084,17.258588034303084,17.258588034303084
GS,20260429,1,coupled,put,5,2026-05-05,24,934.475035252307,16.51,12.22214124876388,12.012328591721912,11.76534861195907
GS,20260429,2,coupled,put,5,2026-05-05,24,951.7184611284,16.51,6.324445299770593,8.497183077346563,8.035365507280913
GS,20260429,3,coupled,put,5,2026-05-05,24,987.5507102491491,16.51,2.1149887786769113,4.341246931532696,3.327352797539468
GS,20260429,4,coupled,put,5,2026-05-05,24,857.1610608836885,16.51,48.68837284058599,44.79744342817586,46.24042932549838
GS,20260429,5,coupled,put,5,2026-05-05,24,924.1780848338092,16.51,19.033820126635536,14.696611765629767,14.577050168368011
GS,20260429,6,coupled,put,5,2026-05-05,24,897.3031650555369,16.51,22.69036143879488,23.956824125534766,24.3311404933348
GS,20260429,7,coupled,put,5,2026-05-05,24,921.6919292642573,16.51,14.565249904709082,15.41401946448389,15.32808287108515
GS,20260429,8,coupled,put,5,2026-05-05,24,917.6794742077799,16.51,17.060900348712096,16.630050507487162,16.602246653765093
GS,20260429,9,coupled,put,5,2026-05-05,24,938.9472637339904,16.51,9.991958184970528,10.986561556255792,10.68631779884312
GS,20260429,10,coupled,put,5,2026-05-05,24,963.4319845463712,16.51,6.801022684549711,6.735293533270158,6.103325861477809
GS,20260429,11,coupled,put,5,2026-05-05,24,926.8362224924468,16.51,14.769114042876593,13.959724899897232,13.80580778019969
GS,20260429,12,coupled,put,5,2026-05-05,24,930.790700790774,16.51,15.00651721293815,12.92037495480331,12.717566456700112
GS,20260429,1,coupled,put,10,2026-05-12,17,950.003871187594,16.51,4.9693519421654235,5.856242905327324,5.370608813793148
GS,20260429,2,coupled,put,10,2026-05-12,17,977.0346362342115,16.51,1.6970135633318448,3.2474077340544287,2.345349253547495
GS,20260429,3,coupled,put,10,2026-05-12,17,927.2796115177457,16.51,6.228704344570073,10.208761577450185,9.951074091888955
GS,20260429,4,coupled,put,10,2026-05-12,17,857.6790490528077,16.51,45.72731696366041,41.39229706982932,42.321469319210976
GS,20260429,5,coupled,put,10,2026-05-12,17,926.833733832332,16.51,12.715402848296439,10.31991199565055,10.064890225864286
GS,20260429,6,coupled,put,10,2026-05-12,17,921.8738677272015,16.51,7.165049384505677,11.628908935100094,11.40075205123608
GS,20260429,7,coupled,put,10,2026-05-12,17,891.8872085121241,16.51,24.289040668984285,22.46828516885319,22.521576465235736
GS,20260429,8,coupled,put,10,2026-05-12,17,975.2842751980107,16.51,1.3653416443793605,3.358841874949878,2.482306761574605
GS,20260429,9,coupled,put,10,2026-05-12,17,950.8331066745274,16.51,7.119560512893457,5.741239169618647,5.243849927605864
GS,20260429,10,coupled,put,10,2026-05-12,17,901.5650341581598,16.51,24.716636129438417,18.415144895607266,18.324390627069004
GS,20260429,11,coupled,put,10,2026-05-12,17,860.2673691812242,16.51,44.599638833734915,39.68382733528007,40.55631797257219
GS,20260429,12,coupled,put,10,2026-05-12,17,947.6118387719112,16.51,9.159147136546132,6.2033953737555105,5.750559305798283
GS,20260429,1,coupled,put,15,2026-05-19,10,944.2754976053151,16.51,3.858867275248119,3.6476482075200387,2.9530511186010973
GS,20260429,2,coupled,put,15,2026-05-19,10,959.1804967753666,16.51,0.824094977113752,2.442934076229147,1.5720923306622443
GS,20260429,3,coupled,put,15,2026-05-19,10,905.7694760030431,16.51,9.395421104132033,11.804882238434999,11.532013494268417
GS,20260429,4,coupled,put,15,2026-05-19,10,852.4449573620414,16.51,44.21121769097683,41.51654114861042,42.16044438094376
GS,20260429,5,coupled,put,15,2026-05-19,10,924.3939027133671,16.51,7.412836721648212,6.701539686312994,6.256972717184033
GS,20260429,6,coupled,put,15,2026-05-19,10,922.3711444725891,16.51,4.405046211034715,7.138502054703278,6.715146300212888
GS,20260429,7,coupled,put,15,2026-05-19,10,910.4851300096886,16.51,7.636199482242257,10.274841380437236,9.960001930655515
GS,20260429,8,coupled,put,15,2026-05-19,10,970.3008323797069,16.51,1.331991318304647,1.9057605687571832,0.9458218321156063
GS,20260429,9,coupled,put,15,2026-05-19,10,944.7525496704551,16.51,2.7734081286734957,3.5975454974356973,2.89666514644099
GS,20260429,10,coupled,put,15,2026-05-19,10,924.9776627905355,16.51,8.647688299882125,6.580340413916581,6.129458885326242
GS,20260429,11,coupled,put,15,2026-05-19,10,888.068448317769,16.51,19.655675794682278,19.072373710911872,19.04392370436287
GS,20260429,12,coupled,put,15,2026-05-19,10,959.1222505537316,16.51,5.427377666891436,2.446413873606916,1.576148128588009
GS,20260429,1,coupled,put,20,2026-05-27,2,914.903238627663,16.51,1.524847784556987,2.3562471447839255,1.2080213668738304
GS,20260429,2,coupled,put,20,2026-05-27,2,987.0478589127051,16.51,5.964631921175978e-6,0.3141806356673333,2.0703581894425942e-5
GS,20260429,3,coupled,put,20,2026-05-27,2,888.6638588767881,16.51,7.888674802773197,9.492854302226034,8.881491170838816
GS,20260429,4,coupled,put,20,2026-05-27,2,889.4987602043091,16.51,7.3942397238644695,9.085439773001076,8.455851688637015
GS,20260429,5,coupled,put,20,2026-05-27,2,942.4945335187873,16.51,0.10273560166651233,0.7938260544778504,0.04838803401104531
GS,20260429,6,coupled,put,20,2026-05-27,2,944.4992148492937,16.51,0.0619663229770983,0.7472615429890893,0.03653265054912758
GS,20260429,7,coupled,put,20,2026-05-27,2,904.6525154340255,16.51,2.690684355884188,3.9910617545361053,2.9572897386461223
GS,20260429,8,coupled,put,20,2026-05-27,2,1008.8903093819039,16.51,2.3245468089823282e-5,0.2410233887679079,1.5032277756735797e-7
GS,20260429,9,coupled,put,20,2026-05-27,2,957.5051949135076,16.51,0.0058701907107648514,0.5311934805489424,0.00504313445376329
GS,20260429,10,coupled,put,20,2026-05-27,2,921.3007870153675,16.51,1.2546663439278063,1.7501277762126337,0.637420024627858
GS,20260429,11,coupled,put,20,2026-05-27,2,921.5972532437685,16.51,0.7247775650905682,1.7273272603758247,0.6178629521473493
GS,20260429,12,coupled,put,20,2026-05-27,2,964.071329938649,16.51,0.16746112922031228,0.46060302771366884,0.001674431648314681
GS,20260429,1,coupled,put,22,2026-05-29,0,877.4663492726079,16.51,12.533650727392114,12.533650727392114,12.533650727392114
GS,20260429,2,coupled,put,22,2026-05-29,0,970.4158639097857,16.51,0.0,0.0,0.0
GS,20260429,3,coupled,put,22,2026-05-29,0,899.4343334384712,16.51,0.0,0.0,0.0
GS,20260429,4,coupled,put,22,2026-05-29,0,918.3923903673643,16.51,0.0,0.0,0.0
GS,20260429,5,coupled,put,22,2026-05-29,0,950.9184976155107,16.51,0.0,0.0,0.0
GS,20260429,6,coupled,put,22,2026-05-29,0,974.8823766518725,16.51,0.0,0.0,0.0
GS,20260429,7,coupled,put,22,2026-05-29,0,913.6303274451654,16.51,0.0,0.0,0.0
GS,20260429,8,coupled,put,22,2026-05-29,0,1004.6729304843074,16.51,0.0,0.0,0.0
GS,20260429,9,coupled,put,22,2026-05-29,0,943.1892917517649,16.51,0.0,0.0,0.0
GS,20260429,10,coupled,put,22,2026-05-29,0,921.3850289879758,16.51,0.0,0.0,0.0
GS,20260429,11,coupled,put,22,2026-05-29,0,912.9647316828767,16.51,0.0,0.0,0.0
GS,20260429,12,coupled,put,22,2026-05-29,0,912.0635243088925,16.51,0.0,0.0,0.0
GS,20260429,1,coupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,2,coupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,3,coupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,4,coupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,5,coupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,6,coupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,7,coupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,8,coupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,9,coupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,10,coupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,11,coupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,12,coupled,call,0,2026-04-28,31,926.38,16.085,16.065569747547535,16.065569747547535,16.065569747547535
GS,20260429,1,coupled,call,5,2026-05-05,24,934.475035252307,16.085,15.575362020622471,15.464793321747601,15.044373515650536
GS,20260429,2,coupled,call,5,2026-05-05,24,951.7184611284,16.085,19.051652275894316,22.666503668539338,21.639610432782614
GS,20260429,3,coupled,call,5,2026-05-05,24,987.5507102491491,16.085,37.36442353276644,42.53595391570371,40.531421948871994
GS,20260429,4,coupled,call,5,2026-05-05,24,857.1610608836885,16.085,2.448450683744416,2.2739880708507063,1.5579881814125307
GS,20260429,5,coupled,call,5,2026-05-05,24,924.1780848338092,16.085,16.263420187244808,11.98971893396085,11.84879465029601
GS,20260429,6,coupled,call,5,2026-05-05,24,897.3031650555369,16.085,4.9090292538397335,5.756475146603042,5.8363557409699265
GS,20260429,7,coupled,call,5,2026-05-05,24,921.6919292642573,16.085,10.432097676710034,11.24464047103692,11.15620602151445
GS,20260429,8,coupled,call,5,2026-05-05,24,917.6794742077799,16.085,10.527494711095764,10.118113431855155,10.100704556588806
GS,20260429,9,coupled,call,5,2026-05-05,24,938.9472637339904,16.085,15.744038645133651,17.169234024800605,16.602098719969398
GS,20260429,10,coupled,call,5,2026-05-05,24,963.4319845463712,16.085,28.271018629482658,28.480846684597605,27.044879991122432
GS,20260429,11,coupled,call,5,2026-05-05,24,926.8362224924468,16.085,13.634588809825436,12.826615185954804,12.622705406191717
GS,20260429,12,coupled,call,5,2026-05-05,24,930.790700790774,16.085,16.320697806296447,14.149149223749532,13.839258774768846
GS,20260429,1,coupled,call,10,2026-05-12,17,950.003871187594,16.085,15.643885972123538,17.405260428824423,16.221608895827146
GS,20260429,2,coupled,call,10,2026-05-12,17,977.0346362342115,16.085,27.410934797798824,31.183962335088914,29.27093856379355
GS,20260429,3,coupled,call,10,2026-05-12,17,927.2796115177457,16.085,5.149274119273262,9.184596442992119,8.84046013208304
GS,20260429,4,coupled,call,10,2026-05-12,17,857.6790490528077,16.085,1.814408941707846,1.4755268578791831,0.6132176626211358
GS,20260429,5,coupled,call,10,2026-05-12,17,926.833733832332,16.085,11.383645835584323,9.057112943653939,8.725928292918166
GS,20260429,6,coupled,call,10,2026-05-12,17,921.8738677272015,16.085,3.959798557196797,7.728073971664617,7.524282164363648
GS,20260429,7,coupled,call,10,2026-05-12,17,891.8872085121241,16.085,3.5476833228573783,2.864691777967269,2.6966944324664657
GS,20260429,8,coupled,call,10,2026-05-12,17,975.2842751980107,16.085,24.93610415144606,30.17284673672344,28.282440911261105
GS,20260429,9,coupled,call,10,2026-05-12,17,950.8331066745274,16.085,19.547522554899587,17.766782719854,16.55132505770044
GS,20260429,10,coupled,call,10,2026-05-12,17,901.5650341581598,16.085,8.063775003091212,3.904152676931582,3.8529332317620457
GS,20260429,11,coupled,call,10,2026-05-12,17,860.2673691812242,16.085,1.815944981667126,1.5087534450634477,0.6948063011653713
GS,20260429,12,coupled,call,10,2026-05-12,17,947.6118387719112,16.085,20.285720643187076,16.385637971273898,15.295144658692507
GS,20260429,1,coupled,call,15,2026-05-19,10,944.2754976053151,16.085,10.324473735936811,9.478944493302016,8.752476570032806
GS,20260429,2,coupled,call,15,2026-05-19,10,959.1804967753666,16.085,11.644564446459,15.463046761255082,14.207513492277595
GS,20260429,3,coupled,call,15,2026-05-19,10,905.7694760030431,16.085,0.9227022560925954,2.0080207765211404,1.709062479152059
